zcta,noise_mean_db,noise_max_db,noise_min_db
91901,57.65922031444239,80.19016520836324,45.00691761798319
91902,54.66424470748588,71.75026060329438,45.571661929592736
91903,58.40191719338354,80.374267578125,45.00236511230469
91910,55.2733820595071,74.43125231350999,45.06779082753607
91911,55.8986951107583,74.62565786622784,45.04016600645862
91912,53.31344385466507,62.94245910644531,45.16931915283203
91913,54.65516290388019,71.67048527079189,45.051973157985266
91914,58.19771758780992,77.47722625732422,45.020172119140625
91916,56.42455850170773,79.36140293593671,45.001376798249964
91917,54.24880389064143,72.26342010498047,45.00922393798828
91931,53.83004787321996,77.02675647846819,45.00354058378673
91932,51.05727996608887,59.614470685461654,45.32865474488461
91933,54.13817619554924,68.09693908691406,45.01606750488281
91935,55.09881963050064,73.59340628807401,45.00840312540215
91941,58.27071409473443,84.23119594950325,45.039623022452254
91942,58.721186560053816,84.12758547822496,45.03193615457585
91944,53.23260575699746,74.16973114013672,45.024269104003906
91945,55.692422789553476,73.7831598109449,45.04688814425264
91946,60.66137986159776,87.175048828125,45.01606750488281
91948,53.59285020566728,76.81331634521484,45.00373840332031
91950,55.78413997210028,79.21289963428703,45.05141751539478
91951,51.98077340411326,62.643455505371094,45.02700424194336
91962,53.592850205667276,76.81331634521484,45.003738403320305
91976,57.44282322303921,78.76390838623047,45.01606750488282
91977,54.938844644063316,73.18670383923373,45.34772435769238
91978,56.01680930397727,79.0205192565918,45.03517723083496
91979,57.44282322303921,78.76390838623047,45.01606750488281
92003,57.156923861893304,81.81845445527567,45.00236511230469
92007,56.41067436661699,83.58695983886719,45.01470184326172
92008,56.33357514417136,79.68639033879423,45.04489428676974
92009,55.12445308951722,76.51742559192672,45.019236446437475
92010,57.221932285672494,81.4848055532288,45.01339512908808
92011,57.91872077330061,85.37623798905409,45.009547919001484
92013,58.50533868335146,86.41969299316406,45.02290725708008
92014,57.335193539269916,85.23820414148155,45.02367221687714
92019,54.689634452311964,71.30893732154686,45.02778652366212
92020,55.140097912072456,73.58857231456066,45.0659751257596
92021,56.45101970526834,79.22269458222445,45.02834461168914
92022,52.65832876461989,62.43782043457031,45.05285644531251
92023,49.77019725814176,58.98999023437499,45.00099182128906
92024,55.5326457536008,75.82402963163538,45.05274651167006
92025,56.68342486480614,79.28460340105336,45.02645439302015
92026,57.208085540740626,81.13946775263786,45.02168519778418
92027,55.425249364377585,73.50632395594769,45.05926983186133
92028,53.641322700156856,68.80170166197436,45.04420603362789
92029,55.08152384421406,83.70394470590027,45.014684632720666
92030,54.66897757132132,73.7254409790039,45.00099182128906
92033,56.61030521440466,82.80805969238281,45.01470184326172
92036,55.03483696870309,69.21525872988477,45.00239981408015
92037,55.30718906283185,76.36808704220797,45.02704605476464
92039,57.51475765830591,84.54540252685547,45.00236511230469
92040,54.7783743762407,74.39321290108268,45.03540606375304
92049,54.974580531381854,82.21153259277344,45.010589599609375
92051,58.66498533576052,87.30620574951172,45.00373840332031
92054,55.84041740599376,81.09809002949054,45.0584583368479
92055,59.145183517074486,86.6200180053711,45.00099182128906
92056,55.924999266755385,78.29033031279691,45.044244496186245
92057,,,
92058,52.038627812697385,68.92304936247854,45.196542383795084
